name,amount,date,category,type,status
Health,8019,2024-03-05,Health,debit,success
Health,3561,2024-10-14,Health,debit,failed
Entertainment,9265,2024-09-22,Entertainment,debit,success
Entertainment,799,2024-12-19,Entertainment,credit,failed
Transfer,3979,2024-12-21,Transfer,credit,failed
Entertainment,4037,2024-10-30,Entertainment,credit,failed
Transfer,3379,2024-06-06,Transfer,credit,success
Entertainment,7418,2024-07-02,Entertainment,credit,success
Transfer,5880,2025-02-10,Transfer,credit,failed
Shopping,7702,2024-02-16,Shopping,debit,success
Entertainment,5344,2024-05-20,Entertainment,debit,failed
Entertainment,8431,2025-02-19,Entertainment,debit,failed
Bills,5827,2024-03-19,Bills,credit,success
Travel,2207,2025-03-08,Travel,credit,failed
Transfer,4390,2024-12-26,Transfer,credit,failed
Bills,5440,2024-05-28,Bills,credit,failed
Bills,1255,2024-09-14,Bills,debit,failed
Health,5681,2025-02-25,Health,credit,success
Food,288,2024-03-04,Food,credit,success
Bills,8590,2025-03-28,Bills,credit,failed
Travel,6233,2025-02-23,Travel,debit,success
Bills,1146,2024-08-24,Bills,credit,success
Food,567,2024-10-24,Food,credit,failed
Travel,442,2024-11-05,Travel,debit,success
Shopping,9798,2024-05-01,Shopping,debit,success
Health,5272,2024-05-07,Health,credit,failed
Food,2036,2025-02-21,Food,credit,success
Travel,9772,2024-10-18,Travel,debit,success
Entertainment,126,2024-06-14,Entertainment,credit,failed
Shopping,6057,2025-01-29,Shopping,debit,failed
Travel,4925,2024-08-09,Travel,credit,success
Bills,9202,2024-11-05,Bills,debit,failed
Bills,1387,2024-06-26,Bills,credit,failed
Food,7009,2024-11-25,Food,debit,success
Travel,6878,2024-07-05,Travel,credit,failed
Health,9518,2024-01-12,Health,credit,success
Transfer,5937,2024-02-15,Transfer,debit,success
Transfer,1028,2024-10-17,Transfer,debit,success
Entertainment,524,2024-01-15,Entertainment,debit,success
Transfer,9260,2024-11-28,Transfer,credit,failed
Bills,2859,2024-12-23,Bills,credit,failed
Health,3485,2024-03-16,Health,credit,success
Salary,66888,2024-12-13,Salary,credit,success
Shopping,687,2024-12-14,Shopping,debit,success
Health,3655,2024-07-19,Health,credit,failed
Health,2911,2024-11-17,Health,debit,success
Shopping,9486,2024-04-20,Shopping,credit,failed
Travel,5774,2025-03-27,Travel,credit,failed
Transfer,4178,2024-01-06,Transfer,debit,success
Transfer,494,2024-01-22,Transfer,credit,failed
Food,5130,2024-11-13,Food,credit,failed
Transfer,3195,2024-08-02,Transfer,debit,success
Entertainment,7272,2024-10-23,Entertainment,debit,failed
Bills,8761,2024-05-15,Bills,credit,success
Entertainment,8225,2024-12-24,Entertainment,debit,success
Transfer,8947,2024-06-18,Transfer,credit,success
Food,3386,2025-03-09,Food,credit,success
Travel,282,2024-03-23,Travel,credit,failed
Transfer,381,2024-04-03,Transfer,debit,failed
Salary,63953,2024-11-03,Salary,credit,failed
Travel,8528,2025-02-15,Travel,debit,success
Travel,233,2024-06-09,Travel,debit,failed
Bills,8398,2024-01-31,Bills,credit,failed
Food,226,2024-05-26,Food,credit,success
Bills,3536,2025-01-27,Bills,debit,success
Bills,7865,2024-11-02,Bills,credit,failed
