name,amount,date,category,type,status
Pharmacy,3087,2025-04-20,Investment,debit,success
Amazon,2241,2025-05-15,Salary,debit,failed
Salary,4045,2024-02-13,Investment,debit,failed
Salary,50647,2024-02-05,Income,credit,failed
Salary,27345,2024-09-07,Income,credit,failed
Salary,47413,2024-11-29,Income,credit,success
Salary,62755,2024-10-14,Income,credit,success
Salary,34575,2024-09-03,Income,credit,success
Fuel,2396,2024-02-01,Food,debit,failed
Salary,784,2025-04-02,Bills,debit,success
Fuel,2840,2024-08-03,Bills,debit,success
Fuel,2765,2024-03-26,Food,debit,failed
Salary,25090,2025-04-29,Income,credit,success
Amazon,2387,2025-01-03,Investment,debit,failed
Pharmacy,4181,2024-06-02,Bills,debit,failed
Salary,79116,2024-03-14,Income,credit,success
Salary,63020,2024-05-29,Income,credit,failed
Salary,48002,2024-09-02,Income,credit,failed
Fuel,4441,2025-02-15,Entertainment,debit,failed
Zomato,3334,2024-01-27,Entertainment,debit,failed
Salary,62871,2024-07-24,Income,credit,success
Salary,65416,2024-03-22,Income,credit,success
Flipkart,1620,2024-05-22,Bills,debit,failed
Salary,23986,2024-07-16,Income,credit,success
Fuel,204,2025-03-03,Food,debit,failed
Salary,23511,2025-04-13,Income,credit,success
Fuel,4749,2025-02-07,Entertainment,debit,success
Salary,64180,2024-12-25,Income,credit,success
Amazon,4662,2024-12-28,Travel,debit,failed
Salary,35579,2025-02-07,Income,credit,success
Pharmacy,936,2024-02-09,Entertainment,debit,failed
Salary,72565,2024-03-22,Income,credit,success
Electricity Bill,398,2024-01-10,Health,debit,failed
Zomato,3777,2024-11-15,Entertainment,debit,success
Netflix,112,2025-06-13,Health,debit,failed
Zomato,4329,2024-10-13,Investment,debit,failed
Salary,58150,2024-04-16,Income,credit,failed
Salary,36301,2024-07-22,Income,credit,success
Salary,25979,2025-06-16,Income,credit,success
Salary,61955,2024-02-24,Income,credit,success
Fuel,967,2025-06-14,Bills,debit,failed
Amazon,3263,2024-03-31,Entertainment,debit,success
Salary,54267,2024-07-21,Income,credit,success
Salary,69687,2024-03-04,Income,credit,success
Salary,47489,2025-05-17,Income,credit,failed
Swiggy,526,2024-04-27,Salary,debit,failed
Flipkart,4186,2024-10-15,Shopping,debit,success
Salary,69545,2024-07-16,Income,credit,failed
Salary,58353,2025-05-09,Income,credit,success
Salary,2801,2025-06-19,Salary,debit,success
Salary,46826,2024-11-22,Income,credit,failed
Salary,26068,2024-04-13,Income,credit,success
Amazon,2938,2025-06-19,Shopping,debit,success
Salary,26779,2024-04-03,Income,credit,success
Salary,42418,2024-01-30,Income,credit,success
Salary,31769,2024-10-31,Income,credit,success
Salary,41854,2024-01-23,Income,credit,failed
Salary,76071,2024-06-29,Income,credit,failed
Salary,26617,2025-03-21,Income,credit,success
Netflix,3153,2024-08-09,Shopping,debit,success
Swiggy,248,2024-07-28,Travel,debit,failed
